"id","title","vote_average","vote_count","status","release_date","revenue","runtime","adult","backdrop_path","budget","homepage","imdb_id","original_language","original_title","overview","popularity","poster_path","tagline","genres","production_companies","production_countries","spoken_languages","keywords"
109421,"Side Effects",6.587,2878,"Released","2013-02-07",63372757,106,"False","/gCTrUQMjcwUXiWUCAq4SGG6kUro.jpg",30000000,"http://www.sideeffectsmayvary.com","tt2053463","en","Side Effects","A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison.",21.046,"/k7l1ZDWxfLcd4mMOLprq9t9H46Y.jpg","One pill can change your life.","Thriller, Crime, Drama","di Bonaventura Pictures, Endgame Entertainment","United States of America","English, French","depression, new york city, fraud, insomnia, deception, cover-up, murder, lawyer, doctor, patient, drugs, psychiatrist, ex-con, sleepwalking, prescription medication, professional reputation, insider trading, anxiety, apartment"
284293,"Still Alice",7.498,2876,"Released","2014-12-05",44779195,100,"False","/cWMeHXEGeZ8cjEOmznjVGr04Ofu.jpg",5000000,"","tt3316960","en","Still Alice","Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",14.606,"/MeJJCT1o87j7D0mR3yQs4s4PIA.jpg","Live in the moment.","Drama","Shriver Films, Killer Films, Big Indie Pictures, BSM Studio, Lutzus-Brown, Backup Media, Sony Pictures Classics","France, United Kingdom, United States of America","English","mother, based on novel or book, professor, alzheimer's disease, family, illness, columbia university, loss of memory"
455980,"Tag",6.7,2869,"Released","2018-05-30",75100000,100,"False","/n8UzZ7gd3lmsBeYAH539pfnwGwu.jpg",28000000,"https://www.warnerbros.com/movies/tag","tt2854926","en","Tag","For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",19.098,"/eXXpuW2xaq5Aen9N5prFlARVIvr.jpg","Based on a true story. We’re not kidding.","Comedy, Action","New Line Cinema, Broken Road Productions","United States of America","English","based on true story, travel, game, group of friends, classmates"
514847,"The Hunt",6.654,2867,"Released","2020-03-11",10550350,90,"False","/9R2FuGT0BeZl8usfsfqIcO7KK7v.jpg",14000000,"https://www.thehunt.movie/","tt8244784","en","The Hunt","Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",26.615,"/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg","The Ultimate Human Hunting Experience","Action, Thriller, Horror","Blumhouse Productions, dentsu, White Rabbit Productions, Universal Pictures","Japan, United States of America","Arabic, Croatian, English","dark comedy, gore, hunting human beings, satire, murder, death game"
173897,"Resident Evil: The Final Chapter",6.108,2860,"Released","2016-12-23",312242626,107,"False","/sQRfWdDxH53Vk7ZJ1UqzcaBHocO.jpg",40000000,"","tt2592614","en","Resident Evil: The Final Chapter","Picking up immediately after the events in Resident Evil: Retribution, Alice is the only survivor of what was meant to be humanity's final stand against the undead. Now, she must return to where the nightmare began - The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",2.151,"/7glPlA0xPpxPxBu0TnY4ulQVCV1.jpg","Evil comes home","Action, Horror, Science Fiction","Screen Gems, Constantin Film, Impact Pictures, Davis Films","Canada, France, Germany, United States of America","English","helicopter, monster, underground, dystopia, mutant, post-apocalyptic future, sequel, end of the world, female soldier, zombie, armageddon, based on video game, heroine, resident evil"
511987,"Crawl",6.312,2858,"Released","2019-07-11",91542097,88,"False","/lm4xH0YwFbVvTgdtau1thNK5S6J.jpg",13500000,"http://crawlmovie.com","tt8364368","en","Crawl","When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",32.163,"/mKxpYRIrCZLxZjNqpocJ2RdQW8v.jpg","They were here first","Thriller, Horror, Action","Raimi Productions, Fire Axe Pictures, Serbia Creates Film, Ontario Creates","Canada, Serbia, United States of America","English","florida, hurricane, animal attack, alligator, creature, flood, animal horror, crawlspace, father daughter relationship"
531309,"Brightburn",6.106,2857,"Released","2019-05-09",33224654,91,"False","/uHEI6v8ApQusjbaRZ8o7WcLYeWb.jpg",6000000,"https://www.brightburn.movie/","tt7752126","en","Brightburn","What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",29.142,"/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg","Evil has found its superhero","Horror, Science Fiction, Thriller, Mystery","Troll Court Entertainment, Screen Gems, Stage 6 Films, The H Collective","United States of America","English","husband wife relationship, child murder, country life, super power, super villain, kansas state, father son relationship, mother son relationship, american countryside"
8967,"The Tree of Life",6.726,2850,"Released","2011-05-17",54674226,139,"False","/krDjqWqLAewVYiU8fDQLHO7gPmf.jpg",32000000,"http://www.twowaysthroughlife.com/","tt0478304","en","The Tree of Life","The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",18.594,"/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg","Nothing stands still.","Drama, Fantasy","Plan B Entertainment, Fox Searchlight Pictures, River Road Entertainment, Brace Cove Productions, Summit Entertainment","United States of America","English","sibling relationship, parent child relationship, afterlife, christianity, philosophy, tree, sun, texas, telegram, bible, surrealism, meteor, coming of age, spirituality, grief, space, religion, memory, dinosaur, birth, death, grace, childhood, death of brother, silhouette, existentialism, organist, masculinity, cosmos, 1950s, newborn baby, organ player, waco texas, father son relationship, mother son relationship, brother brother relationship, life, pantheism"
382591,"Two Is a Family",7.749,2841,"Released","2016-12-07",1447740,118,"False","/fO0qXJnBJYuWJ5dvWWGXfRF8MXA.jpg",0,"","tt5078204","fr","Demain tout commence","A man without attachments or responsibilities suddenly finds himself with an abandoned baby and leaves for London to try and find the mother. Eight years later after he and his daughter become inseparable Gloria's mother reappears.",15.172,"/aFgtdhuzgI2eqnIVWtRB03x3pnt.jpg","","Drama, Comedy","Mars Films, Poisson Rouge Pictures, TF1 Films Production, Korokoro, Vendôme Production","France, United Kingdom","English, French","london, england, single parent, parent child relationship, stuntman, remake, parenting, single father, lying, absent parent, frenchman abroad"
82633,"Lawless",7.043,2832,"Released","2012-08-29",53676580,115,"False","/fEI7I233M9hkw1MRSBXEgauXhRl.jpg",26000000,"http://lawless-film.com/","tt1212450","en","Lawless","In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",24.445,"/Ahtzwts22ayviD3LEVslfL4nRWB.jpg","When the law became corrupt, outlaws became heroes.","Crime, Drama, Western","The Weinstein Company, Benaroya Pictures, Yucaipa Films, Annapurna Pictures, Pie Films Inc., Red Wagon Entertainment, Revolt Films, Blum Hanson Allen Films, Blumhouse Productions","United States of America","English","corruption, based on novel or book, prohibition era, brother, gangster, great depression, appalachia, bootlegging, shootout, brutality, church, tommy gun, moonshine, virginia, 1930s, lawman, brothers, violence"
378236,"The Emoji Movie",5.488,2832,"Released","2017-07-23",216909830,86,"False","/kTrgxhRSj2sun89bDbnGCPBiey6.jpg",50000000,"https://www.sonypictures.com/movies/theemojimovie","tt4877122","en","The Emoji Movie","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",26.716,"/f5pF4OYzh4wb1dYL2ARQNdqUsEZ.jpg","Not easy being meh","Animation, Family, Comedy","Columbia Pictures, Sony Pictures Animation, Beaver House Studios (KR)","United States of America","English","parody, 3d animation, emoji"
68730,"Silence",7.119,2822,"Released","2016-12-22",23737523,161,"False","/cC3K1blQJhDIKdE9GQrvrWtn6ju.jpg",46000000,"http://www.silencemovie.com/","tt0490215","en","Silence","Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",28.9,"/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg","Sometimes silence is the deadliest sound.","Drama, History","Waypoint Entertainment, Cappa Defina Productions, CatchPlay, Fábrica de Cine, SharpSword Films, Sikelia Productions, EFO Films","Mexico, Taiwan, United States of America","Japanese, English","japan, based on novel or book, christianity, missionary, remake, betrayal, torture, martyrdom, crisis of faith, portuguese, jesuits (society of jesus), 17th century, shogunate, religious persecution, religious icon, apostasy"
119283,"Parker",6.018,2816,"Released","2013-01-23",46216641,118,"False","/qGtuuNro6M8Q3VFvmGJwFkg9bns.jpg",35000000,"","tt1904996","en","Parker","A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",26.273,"/u1cl4RsdqMjolVVsHwiLRPN1CT2.jpg","To get away clean, you have to play dirty.","Action, Crime","Incentive Filmed Entertainment, Sierra/Affinity, Alexander/Mitchell Productions, Current Entertainment, Sidney Kimmel Entertainment, Anvil Films","United States of America","English","based on novel or book, real estate agent, professional thief, jewel robbery, parker, palm beach, florida"
443791,"Underwater",6.298,2813,"Released","2020-01-08",40882928,95,"False","/ww7eC3BqSbFsyE5H5qMde8WkxJ2.jpg",50000000,"https://www.20thcenturystudios.com/movies/underwater","tt5774060","en","Underwater","After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",20.152,"/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg","7 miles below the ocean surface something has awakened","Horror, Science Fiction, Action, Adventure","Chernin Entertainment, 20th Century Fox, TSG Entertainment","United States of America","English","monster, self sacrifice, deep sea, animal attack, giant monster, earthquake, survival, nuclear explosion, disaster, cryptozoology, female protagonist, underwater, survival horror, animal killing, creature feature, mechanical engineering, researcher, trapped underwater , 2050s"
249070,"Hitman: Agent 47",5.83,2812,"Released","2015-08-20",81967450,96,"False","/3gjYzFP2w2bx6srcZkfS667jnl0.jpg",35000000,"http://www.foxmovies.com/movies/hitman-agent-47","tt2679042","en","Hitman: Agent 47","An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.",28.424,"/52NXkgvzRYjRnqRPpqjpiwsIgRG.jpg","Your Number is Up.","Action, Crime, Thriller","Daybreak Productions, Prime Universe Productions, Giant Pictures, TSG Entertainment, Dayday Films, Ingenious Media, Fox International Productions, Deutscher Filmförderfonds, 20th Century Fox, Medienboard Berlin-Brandenburg","Indonesia, Germany, United States of America","English","assassin, hitman, secret identity, intelligence, execution, killer, based on video game"
576845,"Last Night in Soho",7.375,2812,"Released","2021-10-21",22957625,117,"False","/nZP1rGsOh3G2HbYfRqO58zg0V4Y.jpg",43000000,"https://www.focusfeatures.com/last-night-in-soho","tt9639470","en","Last Night in Soho","A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",24.18,"/ahbwIJl7T0D34m3sPKlBaCqs2xH.jpg","When the past lets you in, the truth will come out.","Mystery, Thriller, Horror","Film4 Productions, Working Title Films, Complete Fiction, Perfect World Pictures, Focus Features","United Kingdom","English","london, england, nightmare, go-go dancer, time travel, nostalgia, fashion designer, murder, soho london, clairvoyant, fashion design, 1960s, mirror, pub"
588228,"The Tomorrow War",7.572,2806,"Released","2021-09-03",14400000,138,"False","/yizL4cEKsVvl17Wc1mGEIrQtM2F.jpg",200000000,"https://www.amazon.com/dp/B093CQZ2SM","tt9777666","en","The Tomorrow War","The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",103.895,"/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg","The fight for tomorrow begins today.","Action, Science Fiction, Adventure","Skydance, Phantom Four, Lit Entertainment Group","United States of America","English","world cup, time travel, global warming, glacier, alien, alien invasion, military, future war, father son reunion, hope for future, changing the past or future, message from the future, father son relationship, father daughter relationship, world war"
61979,"Three Steps Above Heaven",7.753,2794,"Released","2010-12-03",0,122,"False","/2Mq10FWFbxoYgsZysWlw7T9wSNe.jpg",0,"","tt1648216","es","Tres metros sobre el cielo","Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense",49.962,"/fcFz2xEZodKOxHDn9DazxPYHDSc.jpg","Have you ever been about to touch the sky?","Romance, Drama","Atresmedia","Spain","Spanish","friendship, based on novel or book, rebel, forbidden love, motorcycle crash, motor sport, street race, love, best friend, motorcycle, teenage love, first love, young love, illegal grand prix race, teen rebel, based on young adult novel"
412117,"The Secret Life of Pets 2",6.969,2790,"Released","2019-05-24",155152550,86,"False","/UxGdlGzCx5R5FdY8BDM0FQkyKi.jpg",80000000,"http://www.thesecretlifeofpets.com","tt5113040","en","The Secret Life of Pets 2","Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.",36.117,"/q3mKnSkzp1doIsCye6ap4KIUAbu.jpg","They still have their secrets.","Adventure, Animation, Comedy, Family","Universal Pictures, Illumination","United States of America","English","new york city, friendship, sequel, illumination"
614934,"Elvis",7.593,2789,"Released","2022-06-22",288670284,159,"False","/kaoTwHrJDmCPDLriN68pjlgx4R.jpg",85000000,"https://elvis.warnerbros.com","tt3704428","en","Elvis","The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",38.867,"/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg","The Man. The Legend. The King of Rock & Roll.","Drama, Music, History","Bazmark Films, The Jackal Group, Warner Bros. Pictures, Fin Design & Effects","Australia, United States of America","English","rock 'n' roll, biography, based on true story, singer, music business, 1950s, elvis presley, music movie"
580175,"Another Round",7.658,2786,"Released","2020-09-24",21700000,117,"False","/a2pPepVPtKY7E4XEkT7W3ZxUOY5.jpg",5150000,"http://www.samuelgoldwynfilms.com/another-round/","tt10288566","da","Druk","Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.",19.314,"/fsn4cjpCvWuP9wU9hcFnK7M8RZC.jpg","","Comedy, Drama","Zentropa Entertainments, Film i Väst, Topkapi Films, Zentropa International Sweden, Zentropa International Netherlands","Denmark, Netherlands, Sweden","Danish, Swedish","friendship, experiment, copenhagen, denmark, alcohol, family relationships, teacher, teacher student relationship, intoxication, social pressure, pressure to perform"
582014,"Promising Young Woman",7.5,2784,"Released","2020-12-13",13868965,114,"False","/rWrvcsrvISKXdMOzCdkvU3Jtg0j.jpg",0,"https://www.focusfeatures.com/promising-young-woman","tt9620292","en","Promising Young Woman","A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",24.609,"/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg","Revenge never looked so promising.","Thriller, Crime, Drama","LuckyChap Entertainment, FilmNation Entertainment","United States of America","English","psychopath, coffee shop, ohio, sociopath, revenge, predator turns victim, childhood friends, rape and revenge, woman director, medical school, pediatrician, living with parents, barista, sexual predator, nice guy, prosocial psychopath, transgender"
600354,"The Father",8.152,2781,"Released","2020-12-23",21029340,96,"False","/h3weAFgg06GqchI2xDfufBgSFTj.jpg",6000000,"https://www.sonyclassics.com/film/thefather","tt10272386","en","The Father","A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",51.482,"/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg","","Drama","Trademark Films, F Comme Film, Ciné-@, Embankment Films, Film4 Productions, Canal+, Ciné+, Orange Studio, Les Films du Cru, AG Studios NYC, Simon Friend Entertainment, Viewfinder, CAA Media Finance, Sony Pictures Classics","France, United Kingdom, United States of America","English","london, england, loss of sense of reality, flat, dementia, mistaken identity, alzheimer's disease, based on play or musical, old man, memory loss, elderly man, father daughter relationship, fading memories, family caregiving"
77930,"Magic Mike",6.158,2778,"Released","2012-06-28",167221571,110,"False","/7DWGkbncSGb3nG6MAd2ZqxDvwEt.jpg",7000000,"http://magicmikemovie.warnerbros.com","tt1915581","en","Magic Mike","Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",15.884,"/oJS0qxNfMdMcFnEZbUbB5q2Olik.jpg","Work all day. Work it all night.","Drama, Comedy","Iron Horse Entertainment, Extension 765","United States of America","English","florida, seduction, based on true story, strip club, male stripper, novice, muscled, brother sister relationship"
556984,"The Trial of the Chicago 7",7.727,2769,"Released","2020-09-25",107423,130,"False","/v8Nf6Y1qL1Q3PWTBezXNPPaXqza.jpg",35000000,"https://www.netflix.com/title/81043755","tt1070874","en","The Trial of the Chicago 7","What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.",13.69,"/ahf5cVdooMAlDRiJOZQNuLqa1Is.jpg","In 1968, democracy refused to back down.","Drama, History","DreamWorks Pictures, Marc Platt Productions","United States of America","English","chicago, illinois, right and justice, political activism, black panther party, based on true story, black activist, counter-culture, historical fiction, activist, 1960s, courtroom drama"
375588,"Robin Hood",5.893,2768,"Released","2018-11-21",86493046,116,"False","/zSJT1sKGRKcmP4I9b8dIOuepw6I.jpg",100000000,"https://www.robinhood.movie","tt4532826","en","Robin Hood","A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.",23.422,"/AiRfixFcfTkNbn2A73qVJPlpkUo.jpg","The legend you know. The story you don't.","Adventure, Action, Thriller","Appian Way, Safehouse Pictures, Summit Entertainment, Thunder Road, TIK Films, EMG Management, Lionsgate","United States of America","English","sheriff, robin hood, archer, sherwood forest, thief, nottingham, steampunk, middle ages (476-1453), medieval, hoodie"
644495,"House of Gucci",6.626,2767,"Released","2021-11-24",153235995,158,"False","/d9cfPuZzai6d4ZaKNnicEUgXVjS.jpg",75000000,"https://www.mgm.com/movies/gucci","tt11214590","en","House of Gucci","When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel the family legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately… murder.",26.057,"/oJCQjD2byiVF1EG408F9dBn9ndU.jpg","A legacy worth killing for.","Drama, History, Crime","Scott Free Productions, Metro-Goldwyn-Mayer, Bron Studios","Canada, United Kingdom, United States of America","English, Arabic, French, Italian, Japanese","marriage crisis, italy, biography, fashion designer, murder, fashion, failing marriage, 1980s, 1990s, rich family, gucci"
415842,"American Assassin",6.395,2765,"Released","2017-09-14",67200000,112,"False","/wb78lmqAXsUVG84xrmAOJBfgZHr.jpg",33000000,"http://american-assassin.com","tt1961175","en","American Assassin","Following the murder of his fiancée, Mitch Rapp trains under the instruction of Cold War veteran Stan Hurley. The pair then is enlisted to investigate a wave of apparently random attacks on military and civilian targets.",19.826,"/w6vjeHx3UEaBXIyc8VFqyZYKznD.jpg","Assassins aren't born. They're made.","Action, Thriller","TIK Films, di Bonaventura Pictures, Nick Wechsler Productions, Lionsgate, CBS Films","Hong Kong, United States of America","Arabic, English, Italian, Persian, Polish, Spanish, Turkish","based on novel or book, revenge, terrorism"
303858,"Money Monster",6.447,2763,"Released","2016-05-12",93282604,98,"False","/8NLZtd2n6Ax0mTnk62OHlMcooir.jpg",27000000,"","tt2241351","en","Money Monster","Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.",16.113,"/DlgdAkAKirD01R1mBejhFjS6nQ.jpg","Not every conspiracy is a theory.","Thriller, Drama","The Allegiance Theater, TriStar Pictures, LStar Capital, Smoke House Pictures, Sony Pictures","United States of America","English","sniper, new york city, police, bomb, hostage, hostage-taking, stock market, stock fraud, woman director, television / tv studio, cable news"
458897,"Charlie's Angels",6.485,2762,"Released","2019-11-14",73279888,118,"False","/a0xTB1vBxMGt6LGG4N7k1wO9lfL.jpg",48000000,"https://www.sonypictures.com/movies/charliesangels2019","tt5033998","en","Charlie's Angels","When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.",21.139,"/1DPUFG6QnGqzpvEaDEv7TaepycM.jpg","Unseen. Undivided. Unstoppable.","Action, Adventure, Comedy","Columbia Pictures, Brownstone Productions, 2.0 Entertainment, The Cantillon Company","United States of America","English","training, high technology, betrayal, female protagonist, scientist, agent, female agent, undercover operation, hamburg, germany, duringcreditsstinger, woman director, hand to hand combat, istanbul, turkey, new recruit, based on tv series"
540901,"Hustlers",6.486,2754,"Released","2019-09-12",157600000,110,"False","/mBBJ3N3an8FLkp0ZpGgIJwHKhBP.jpg",20000000,"https://www.hustlers.movie/","tt5503686","en","Hustlers","A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.",19.563,"/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg","Hustle or be hustled.","Drama, Comedy, Crime","Annapurna Pictures, Annapurna Pictures, Gloria Sanchez Productions, STX Films, Nuyorican Productions","United States of America","English, Spanish, Russian","new york city, hustler, wall street, stripper, based on true story, strip club, exotic dancer, stock market crash, economic crisis, based on magazine, newspaper or article, 2000s, inspired by magazine, newspaper or article"
818647,"Through My Window",7.395,2753,"Released","2022-02-04",0,112,"False","/4rsomWxlqnHt3muGYK06auhOib6.jpg",0,"https://www.netflix.com/title/81388078","tt14463484","es","A través de mi ventana","Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",58.624,"/6gg7fvKc1ZxP9yCczweSxIGYp4S.jpg","It all started with the Wi-Fi password...","Drama, Romance, Comedy","Nostromo Pictures, Wattpad WEBTOON Studios","Spain, United States of America","Spanish","based on novel or book, family business , stalking, class differences, toxic relationship, brothers, teen romance, family obligations, teenager"
525661,"Bombshell",6.814,2750,"Released","2019-12-13",61404394,109,"False","/nj84vpuUWdbmYktBzjiWn5Ny1ZF.jpg",32000000,"https://bombshell.movie/","tt6394270","en","Bombshell","Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.",16.037,"/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg","Based on a Real Scandal","Drama","Lighthouse Management + Media, Denver and Delilah Productions, Bron Studios, Annapurna Pictures, Creative Wealth Media Finance, Lionsgate, Endeavor Content","Canada, United States of America","English","biography, based on true story, sexual harassment, television network, tv news anchor, 2010s, workplace culture"
95610,"Bridget Jones's Baby",6.417,2744,"Released","2016-09-14",211952420,123,"False","/e9P6n1X7zmYbRK4ukwoBcRIj3BV.jpg",35000000,"","tt1473832","en","Bridget Jones's Baby","After breaking up with Mark Darcy, Bridget Jones's 'happily ever after' hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack, the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch she can only be fifty percent sure of the identity of her baby's father.",18.589,"/k703Pb5C0NsLvXPgFk8kAKnLylq.jpg","Relationship status: beyond complicated","Comedy, Romance","Working Title Films, Perfect World Pictures, StudioCanal, Universal Pictures, Miramax","France, United Kingdom, United States of America","English","baby, love triangle, pregnancy, sequel, unknown father, pregnant woman, woman director"
59965,"Abduction",5.864,2740,"Released","2011-09-22",82087155,106,"False","/6wWIirFFZPQx7Lamh1iKMgbVezr.jpg",35000000,"http://www.abductionthefilm.com/","tt1600195","en","Abduction","A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.",13.146,"/d0TIDrwnMFVjg2EO4LsXQn1mbbc.jpg","They stole his life. He's taking it back.","Thriller, Action, Mystery","Vertigo Entertainment, Gotham Group, Tailor Made, Mango Farms, Quick Six Entertainment, Lionsgate","United States of America","English","cia, therapist, training, website, on the run, hospital, train, love interest, explosion, teenage boy, high school student, missing person, secret past, baseball stadium, hand to hand combat, pittsburgh, pennsylvania, special agent, school project, assassination team, secrets"
646385,"Scream",6.712,2739,"Released","2022-01-12",140041405,114,"False","/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg",24000000,"https://www.paramountmovies.com/movies/scream","tt11245972","en","Scream","Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",107.038,"/nD4M4Bx457ryLuKYpxFwQ2IBJ5w.jpg","It's always someone you know.","Horror, Mystery, Thriller","Paramount, Project X Entertainment, Radio Silence, Spyglass Media Group","United States of America","English","mask, attempted murder, hallucination, murder, teen movie, serial killer, hospital, slasher, whodunit, killing spree, hometown, reboot, crime spree, illegitimate child, murder mystery, legacy, fandom, copycat killer, generation z, murder spree, sister sister relationship, retired cop, return to hometown, reddit, requel"
112205,"The Family",6.361,2735,"Released","2013-09-13",36894225,111,"False","/7whMVB9zsaa0IeCh1IQ42CcmlxF.jpg",30000000,"","tt2404311","en","The Family","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",19.087,"/3ER4u7T951pMv60hL5bUN6WsAMV.jpg","Some call it organized crime. Others call it family.","Crime, Comedy, Action","Canal+, Grive Productions, EuropaCorp, Relativity Media, TF1, Malavita, TF1 Films Production","France, United States of America","English","france, witness protection, mafia"
158011,"The Call",6.799,2725,"Released","2013-03-14",68572378,94,"False","/3i4zbO6J7HTyXMdNbPPqUbW1le7.jpg",13000000,"http://www.call-movie.com/","tt1911644","en","The Call","Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",20.381,"/bpYVSeoaQ8MURmmqnojoMJEUmQj.jpg","There are 188 million 911 calls a year. This one made it personal.","Crime, Thriller","TriStar Pictures, WWE Studios, Troika Pictures, Stage 6 Films, Amasia Entertainment","United States of America","English","underground, gas station, kidnapping, psychopath, incest overtones, murder, serial killer, torture chamber, slasher, multiple stabbings, person on fire, cell phone, guilt, psycho, emergency services"
72113,"Carnage",7.176,2724,"Released","2011-09-16",30722632,80,"False","/qm98Bj5FqFG6y4zf21I7hp2UCDd.jpg",25000000,"https://www.sonypictures.com/movies/carnage","tt1692486","en","Carnage","After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",17.059,"/3Imx53XV3T02ADlMxYazYXVNysZ.jpg","A new comedy of no manners","Comedy, Drama","Wild Bunch, SBS Productions, SPI Film Studio, Versátil Cinema, Zanagar Films, CinéCinéma, PISF, Canal+, France 2 Cinéma, France Télévisions, Constantin Film","Spain, France, Germany, Poland","English","flat, hamster, dark comedy, vomit, based on play or musical, insult, writer, tulips, meeting, puke, pants, liberal"
